City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Gloria Do Goita,24,Good,0,Good,24,Good,0,Good,18,Good
Godda,136,Unhealthy for Sensitive Groups,3,Good,47,Good,5,Good,136,Unhealthy for Sensitive Groups
Governador Valadares,27,Good,0,Good,24,Good,0,Good,27,Good
Goya,20,Good,0,Good,20,Good,0,Good,9,Good
Granite City,84,Moderate,2,Good,41,Good,7,Good,84,Moderate
Graz,57,Moderate,1,Good,47,Good,0,Good,57,Moderate
Greenbelt,52,Moderate,1,Good,52,Moderate,1,Good,39,Good
Guarabira,25,Good,0,Good,25,Good,0,Good,24,Good
Guliston,126,Unhealthy for Sensitive Groups,2,Good,22,Good,8,Good,126,Unhealthy for Sensitive Groups
Guntakal,65,Moderate,1,Good,29,Good,3,Good,65,Moderate
Hala,157,Unhealthy,1,Good,24,Good,2,Good,157,Unhealthy
Haliyal,45,Good,1,Good,17,Good,2,Good,45,Good
Hamamatsu,73,Moderate,1,Good,33,Good,6,Good,73,Moderate
Heinsberg,53,Moderate,1,Good,39,Good,1,Good,53,Moderate
Helmond,48,Good,1,Good,39,Good,1,Good,48,Good
Hendala,80,Moderate,1,Good,21,Good,2,Good,80,Moderate
Hennigsdorf,45,Good,1,Good,45,Good,0,Good,26,Good
Herford,43,Good,1,Good,42,Good,0,Good,43,Good
Hopatcong,51,Moderate,1,Good,43,Good,1,Good,51,Moderate
Horsham,48,Good,1,Good,48,Good,1,Good,42,Good
Huaibei,153,Unhealthy,6,Good,75,Moderate,18,Good,153,Unhealthy
Ibia,27,Good,1,Good,25,Good,0,Good,27,Good
Idappadi,93,Moderate,2,Good,28,Good,7,Good,93,Moderate
Illingen,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate
Illora,41,Good,0,Good,41,Good,0,Good,12,Good
Irbit,42,Good,1,Good,42,Good,1,Good,26,Good
Itapipoca,32,Good,0,Good,23,Good,0,Good,32,Good
Ivangorod,35,Good,1,Good,35,Good,0,Good,6,Good
Izhevsk,41,Good,1,Good,41,Good,1,Good,38,Good
Jacksonville Beach,83,Moderate,2,Good,83,Moderate,3,Good,29,Good
Jalalpur,167,Unhealthy,4,Good,75,Moderate,6,Good,167,Unhealthy
Jaspur,159,Unhealthy,5,Good,20,Good,12,Good,159,Unhealthy
Jatiroto,163,Unhealthy,6,Good,10,Good,13,Good,163,Unhealthy
Jiamusi,151,Unhealthy,4,Good,30,Good,13,Good,151,Unhealthy
Jilava,58,Moderate,1,Good,49,Good,0,Good,58,Moderate
Jimo,80,Moderate,4,Good,50,Good,10,Good,80,Moderate
Johvi,37,Good,1,Good,37,Good,0,Good,4,Good
Jupiter,38,Good,1,Good,38,Good,0,Good,19,Good
Juticalpa,49,Good,1,Good,21,Good,0,Good,49,Good
Kaifeng,154,Unhealthy,5,Good,78,Moderate,16,Good,154,Unhealthy
Kamenka,46,Good,1,Good,39,Good,0,Good,46,Good
Kangundo,58,Moderate,1,Good,19,Good,1,Good,58,Moderate
Karaman,46,Good,0,Good,46,Good,0,Good,45,Good
Karimganj,129,Unhealthy for Sensitive Groups,4,Good,11,Good,9,Good,129,Unhealthy for Sensitive Groups
Kasaragod,63,Moderate,1,Good,20,Good,2,Good,63,Moderate
Kassala,93,Moderate,1,Good,37,Good,0,Good,93,Moderate
Kati,79,Moderate,1,Good,23,Good,0,Good,79,Moderate
Kawai,57,Moderate,1,Good,30,Good,3,Good,57,Moderate
Kefamenanu,70,Moderate,1,Good,16,Good,0,Good,70,Moderate
Kenda,127,Unhealthy for Sensitive Groups,2,Good,34,Good,5,Good,127,Unhealthy for Sensitive Groups
Kentwood,51,Moderate,1,Good,29,Good,1,Good,51,Moderate
Khambhat,119,Unhealthy for Sensitive Groups,1,Good,31,Good,2,Good,119,Unhealthy for Sensitive Groups
Bahsuma,180,Unhealthy,7,Good,14,Good,21,Good,180,Unhealthy
Bang Phae,133,Unhealthy for Sensitive Groups,3,Good,3,Good,11,Good,133,Unhealthy for Sensitive Groups
Banyuwangi,101,Unhealthy for Sensitive Groups,3,Good,19,Good,4,Good,101,Unhealthy for Sensitive Groups
Bar Le Duc,73,Moderate,1,Good,49,Good,0,Good,73,Moderate
Barreiras,19,Good,0,Good,19,Good,0,Good,18,Good
Beihai,101,Unhealthy for Sensitive Groups,4,Good,41,Good,6,Good,101,Unhealthy for Sensitive Groups
Bellary,52,Moderate,1,Good,24,Good,3,Good,52,Moderate
Belur,57,Moderate,1,Good,13,Good,3,Good,57,Moderate
Bjelovar,68,Moderate,1,Good,63,Moderate,0,Good,68,Moderate
Bogoroditsk,39,Good,1,Good,39,Good,0,Good,21,Good
Bom Despacho,37,Good,1,Good,27,Good,0,Good,37,Good
Bor,36,Good,1,Good,36,Good,3,Good,30,Good
Bosilovo,61,Moderate,1,Good,46,Good,0,Good,61,Moderate
Bouca,63,Moderate,1,Good,17,Good,0,Good,63,Moderate
Bredasdorp,44,Good,1,Good,22,Good,1,Good,44,Good
Brummen,38,Good,1,Good,38,Good,0,Good,35,Good
Calatayud,40,Good,0,Good,40,Good,0,Good,10,Good
Campiglia Marittima,86,Moderate,1,Good,86,Moderate,0,Good,32,Good
Cardenas,37,Good,0,Good,37,Good,0,Good,23,Good
Carlos Chagas,26,Good,0,Good,25,Good,0,Good,26,Good
Carrieres Sous Poissy,67,Moderate,1,Good,44,Good,2,Good,67,Moderate
Cassia,37,Good,1,Good,24,Good,0,Good,37,Good
Chalala,95,Moderate,1,Good,26,Good,1,Good,95,Moderate
Chamba,92,Moderate,2,Good,40,Good,1,Good,92,Moderate
Chambas,47,Good,1,Good,32,Good,0,Good,47,Good
Changde,150,Unhealthy,6,Good,26,Good,19,Good,150,Unhealthy
Chanika,19,Good,0,Good,17,Good,0,Good,19,Good
Charkhi Dadri,171,Unhealthy,4,Good,128,Unhealthy for Sensitive Groups,5,Good,171,Unhealthy
Chateau Gontier,47,Good,1,Good,37,Good,0,Good,47,Good
Chaville,72,Moderate,1,Good,43,Good,2,Good,72,Moderate
Chelyabinsk 40,39,Good,1,Good,39,Good,1,Good,11,Good
Cherrapunji,87,Moderate,3,Good,12,Good,6,Good,87,Moderate
Chicama,44,Good,0,Good,24,Good,0,Good,44,Good
Circasia,83,Moderate,1,Good,19,Good,3,Good,83,Moderate
Citrus Park,81,Moderate,1,Good,81,Moderate,2,Good,13,Good
Ciudad Arce,69,Moderate,1,Good,24,Good,1,Good,69,Moderate
Clement Town,156,Unhealthy,4,Good,25,Good,11,Good,156,Unhealthy
Aberdare,40,Good,1,Good,30,Good,1,Good,40,Good
Achkhoy Martan,46,Good,1,Good,36,Good,2,Good,46,Good
Albano Laziale,77,Moderate,1,Good,77,Moderate,0,Good,31,Good
Anguillara Sabazia,76,Moderate,1,Good,76,Moderate,0,Good,29,Good
Apple Valley,64,Moderate,1,Good,35,Good,4,Good,64,Moderate
Ario,35,Good,1,Good,27,Good,0,Good,35,Good
Arta,129,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,129,Unhealthy for Sensitive Groups
Asse,52,Moderate,1,Good,38,Good,2,Good,52,Moderate
Eniwa,45,Good,1,Good,28,Good,6,Good,45,Good
Ermelo,52,Moderate,1,Good,17,Good,5,Good,52,Moderate
Ertil,48,Good,1,Good,38,Good,0,Good,48,Good
Eschborn,62,Moderate,1,Good,62,Moderate,0,Good,57,Moderate
Eseka,42,Good,1,Good,19,Good,0,Good,42,Good
Estreito,20,Good,0,Good,20,Good,0,Good,19,Good
Euless,73,Moderate,2,Good,37,Good,4,Good,73,Moderate
Exmouth,37,Good,1,Good,29,Good,1,Good,37,Good
Solna,34,Good,1,Good,34,Good,0,Good,16,Good
Fafe,37,Good,0,Good,37,Good,0,Good,15,Good
Sonson,50,Good,1,Good,17,Good,0,Good,50,Good
Fez,37,Good,0,Good,33,Good,0,Good,37,Good
Sorgun,44,Good,1,Good,44,Good,0,Good,26,Good
Speedway,56,Moderate,1,Good,39,Good,2,Good,56,Moderate
State College,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
Subaytilah,68,Moderate,1,Good,47,Good,0,Good,68,Moderate
Gaeta,77,Moderate,1,Good,77,Moderate,0,Good,40,Good
Gainsborough,43,Good,1,Good,35,Good,1,Good,43,Good
Gamping,164,Unhealthy,6,Good,12,Good,18,Good,164,Unhealthy
Ganderkesee,38,Good,1,Good,38,Good,0,Good,28,Good
Gap,48,Good,1,Good,38,Good,0,Good,48,Good
Garca,62,Moderate,1,Good,24,Good,0,Good,62,Moderate
Gavar,84,Moderate,1,Good,36,Good,0,Good,84,Moderate
Gengenbach,69,Moderate,1,Good,57,Moderate,0,Good,69,Moderate
Gernsbach,66,Moderate,1,Good,60,Moderate,0,Good,66,Moderate
Giddalur,98,Moderate,2,Good,33,Good,4,Good,98,Moderate
Davao,87,Moderate,1,Good,17,Good,1,Good,87,Moderate
Dax,40,Good,1,Good,40,Good,0,Good,21,Good
Deventer,37,Good,1,Good,37,Good,0,Good,31,Good
Dhamnod,159,Unhealthy,2,Good,18,Good,5,Good,159,Unhealthy
Dois Corregos,59,Moderate,1,Good,24,Good,0,Good,59,Moderate
Draganesti Olt,49,Good,1,Good,49,Good,0,Good,41,Good
Drezna,38,Good,1,Good,38,Good,3,Good,31,Good
Drochia,55,Moderate,1,Good,51,Moderate,0,Good,55,Moderate
El Tocuyo,39,Good,1,Good,21,Good,0,Good,39,Good
Emsdetten,43,Good,1,Good,40,Good,0,Good,43,Good
Compiegne,59,Moderate,1,Good,48,Good,0,Good,59,Moderate
Coram,65,Moderate,2,Good,39,Good,9,Good,65,Moderate
Correggio,67,Moderate,1,Good,67,Moderate,0,Good,66,Moderate
Corum,43,Good,1,Good,43,Good,0,Good,25,Good
Council Bluffs,43,Good,1,Good,43,Good,2,Good,41,Good
Custodia,21,Good,0,Good,21,Good,0,Good,13,Good
Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate
Schwelm,54,Moderate,1,Good,44,Good,1,Good,54,Moderate
Serrinha,23,Good,0,Good,23,Good,0,Good,19,Good
Severn,48,Good,1,Good,44,Good,3,Good,48,Good
Imola,76,Moderate,1,Good,37,Good,2,Good,76,Moderate
Inuyama,47,Good,1,Good,47,Good,1,Good,38,Good
Ipero,77,Moderate,2,Good,10,Good,5,Good,77,Moderate
Itacoatiara,21,Good,0,Good,7,Good,0,Good,21,Good
Jesenik,73,Moderate,1,Good,41,Good,1,Good,73,Moderate
Jucas,29,Good,0,Good,11,Good,1,Good,29,Good
Junagadh,133,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,133,Unhealthy for Sensitive Groups
Kahuta,149,Unhealthy for Sensitive Groups,2,Good,129,Unhealthy for Sensitive Groups,0,Good,149,Unhealthy for Sensitive Groups
Kakuda,41,Good,1,Good,41,Good,1,Good,40,Good
Kalat,148,Unhealthy for Sensitive Groups,0,Good,43,Good,0,Good,148,Unhealthy for Sensitive Groups
Kaluderica,79,Moderate,1,Good,44,Good,2,Good,79,Moderate
Kankon,83,Moderate,0,Good,23,Good,0,Good,83,Moderate
Katoro,33,Good,1,Good,15,Good,0,Good,33,Good
Hinwil,41,Good,1,Good,35,Good,2,Good,41,Good
Hunxe,33,Good,1,Good,32,Good,2,Good,33,Good
Khed Brahma,182,Unhealthy,1,Good,35,Good,0,Good,182,Unhealthy
Kirchlinteln,33,Good,0,Good,33,Good,1,Good,13,Good
Klobuck,80,Moderate,1,Good,38,Good,1,Good,80,Moderate
Kodama,27,Good,1,Good,24,Good,3,Good,27,Good
Korfez,43,Good,1,Good,35,Good,0,Good,43,Good
Kosamba,156,Unhealthy,1,Good,25,Good,1,Good,156,Unhealthy
Shenandoah,44,Good,1,Good,22,Good,4,Good,44,Good
Shenxian,157,Unhealthy,5,Good,82,Moderate,17,Good,157,Unhealthy
Shiki,88,Moderate,2,Good,22,Good,21,Good,88,Moderate
Kriel,102,Unhealthy for Sensitive Groups,1,Good,16,Good,12,Good,102,Unhealthy for Sensitive Groups
Shuiji,89,Moderate,4,Good,63,Moderate,10,Good,89,Moderate
Si Satchanalai,62,Moderate,1,Good,17,Good,1,Good,62,Moderate
Siguiri,56,Moderate,1,Good,21,Good,0,Good,56,Moderate
Kyaka,23,Good,1,Good,18,Good,0,Good,23,Good
La Puebla De Cazalla,28,Good,1,Good,28,Good,2,Good,28,Good
Labuhan,176,Unhealthy,3,Good,176,Unhealthy,1,Good,137,Unhealthy for Sensitive Groups
Sint Genesius Rode,54,Moderate,1,Good,39,Good,2,Good,54,Moderate
Siolim,48,Good,1,Good,23,Good,1,Good,48,Good
Sirmaur,171,Unhealthy,3,Good,96,Moderate,4,Good,171,Unhealthy
Laharpur,177,Unhealthy,4,Good,177,Unhealthy,1,Good,174,Unhealthy
Lake Shore,55,Moderate,1,Good,48,Good,3,Good,55,Moderate
Skovorodino,214,Very Unhealthy,8,Good,25,Good,9,Good,214,Very Unhealthy
Smederevska Palanka,59,Moderate,1,Good,59,Moderate,0,Good,58,Moderate
Lamia,65,Moderate,1,Good,45,Good,0,Good,65,Moderate
Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
Lao Cai,25,Good,1,Good,25,Good,0,Good,15,Good
Laoag,28,Good,0,Good,28,Good,0,Good,26,Good
Laredo,119,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,119,Unhealthy for Sensitive Groups
Leonberg,52,Moderate,1,Good,33,Good,6,Good,52,Moderate
Les Pavillons Sous Bois,68,Moderate,1,Good,21,Good,5,Good,68,Moderate
Leverano,58,Moderate,1,Good,58,Moderate,1,Good,49,Good
Narwar,162,Unhealthy,3,Good,90,Moderate,2,Good,162,Unhealthy
Nevyansk,41,Good,1,Good,41,Good,1,Good,21,Good
New Philadelphia,44,Good,1,Good,38,Good,2,Good,44,Good
New Plymouth,58,Moderate,0,Good,30,Good,0,Good,58,Moderate
Neyyattinkara,89,Moderate,2,Good,19,Good,4,Good,89,Moderate
Nganjuk,172,Unhealthy,6,Good,6,Good,19,Good,172,Unhealthy
Nidda,58,Moderate,1,Good,53,Moderate,0,Good,58,Moderate
Nihommatsu,65,Moderate,1,Good,18,Good,12,Good,65,Moderate
North Berwick,32,Good,1,Good,32,Good,1,Good,31,Good
Nouna,69,Moderate,1,Good,29,Good,0,Good,69,Moderate
Nova Prata,24,Good,0,Good,18,Good,0,Good,24,Good
Novokuznetsk,46,Good,1,Good,21,Good,13,Good,46,Good
Nuevitas,62,Moderate,1,Good,28,Good,0,Good,62,Moderate
Obihiro,47,Good,1,Good,21,Good,4,Good,47,Good
Oerlinghausen,48,Good,1,Good,43,Good,0,Good,48,Good
Oil City,54,Moderate,1,Good,36,Good,1,Good,54,Moderate
Oisterwijk,42,Good,1,Good,40,Good,1,Good,42,Good
Erlensee,59,Moderate,1,Good,59,Moderate,0,Good,58,Moderate
Escondido,64,Moderate,2,Good,15,Good,14,Good,64,Moderate
Ezequiel Montes,40,Good,1,Good,28,Good,0,Good,40,Good
Fair Oaks,50,Good,1,Good,28,Good,6,Good,50,Good
Fairview Shores,96,Moderate,1,Good,96,Moderate,1,Good,21,Good
Faridpur,157,Unhealthy,4,Good,26,Good,10,Good,157,Unhealthy
Franco Da Rocha,97,Moderate,2,Good,31,Good,3,Good,97,Moderate
Freeport,43,Good,1,Good,40,Good,1,Good,43,Good
Fujin,101,Unhealthy for Sensitive Groups,3,Good,27,Good,5,Good,101,Unhealthy for Sensitive Groups
Fukagawa,56,Moderate,1,Good,29,Good,4,Good,56,Moderate
Fundao,54,Moderate,1,Good,27,Good,0,Good,54,Moderate
Fushan,81,Moderate,3,Good,81,Moderate,5,Good,63,Moderate
Gardelegen,45,Good,1,Good,45,Good,0,Good,26,Good
Gedera,75,Moderate,1,Good,46,Good,5,Good,75,Moderate
Getafe,42,Good,1,Good,42,Good,0,Good,10,Good
Gioia Del Colle,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate
Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate
Damavand,134,Unhealthy for Sensitive Groups,1,Good,40,Good,6,Good,134,Unhealthy for Sensitive Groups
Dasoguz,67,Moderate,1,Good,32,Good,4,Good,67,Moderate
Del Pilar,144,Unhealthy for Sensitive Groups,2,Good,26,Good,7,Good,144,Unhealthy for Sensitive Groups
Denekamp,37,Good,1,Good,37,Good,0,Good,31,Good
Dhamrai,152,Unhealthy,4,Good,13,Good,15,Good,152,Unhealthy
Dmitrov,35,Good,1,Good,35,Good,1,Good,18,Good
Donaueschingen,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate
Dores Do Indaia,36,Good,1,Good,23,Good,0,Good,36,Good
Droylsden,38,Good,1,Good,37,Good,1,Good,38,Good
Ducheng,88,Moderate,4,Good,27,Good,7,Good,88,Moderate
East Chicago,58,Moderate,1,Good,33,Good,5,Good,58,Moderate
Edessa,109,Unhealthy for Sensitive Groups,1,Good,43,Good,1,Good,109,Unhealthy for Sensitive Groups
Eger,64,Moderate,1,Good,52,Moderate,0,Good,64,Moderate
El Viso Del Alcor,43,Good,1,Good,43,Good,0,Good,14,Good
Rancho Cordova,51,Moderate,1,Good,26,Good,7,Good,51,Moderate
Raurkela,158,Unhealthy,3,Good,45,Good,3,Good,158,Unhealthy
Recanati,77,Moderate,1,Good,66,Moderate,0,Good,77,Moderate
Renqiu,141,Unhealthy for Sensitive Groups,4,Good,39,Good,21,Good,141,Unhealthy for Sensitive Groups
Rezina,55,Moderate,1,Good,50,Good,0,Good,55,Moderate
Richfield,50,Good,1,Good,28,Good,1,Good,50,Good
Rijssen,37,Good,1,Good,37,Good,0,Good,30,Good
Placer,32,Good,1,Good,23,Good,0,Good,32,Good
Pozoblanco,40,Good,1,Good,40,Good,0,Good,11,Good
Qingyuan,153,Unhealthy,4,Good,10,Good,19,Good,153,Unhealthy
Qiryat Ono,74,Moderate,1,Good,46,Good,5,Good,74,Moderate
Quedlinburg,47,Good,1,Good,44,Good,0,Good,47,Good
Queenstown,45,Good,1,Good,11,Good,2,Good,45,Good
Qusar,76,Moderate,1,Good,33,Good,0,Good,76,Moderate
Rahimatpur,117,Unhealthy for Sensitive Groups,1,Good,28,Good,3,Good,117,Unhealthy for Sensitive Groups
Ontario,138,Unhealthy for Sensitive Groups,4,Good,13,Good,23,Good,138,Unhealthy for Sensitive Groups
Orihuela,39,Good,1,Good,39,Good,0,Good,38,Good
Ottobrunn,68,Moderate,1,Good,65,Moderate,0,Good,68,Moderate
Pabellon De Arteaga,45,Good,1,Good,29,Good,0,Good,45,Good
Pafos,45,Good,1,Good,45,Good,0,Good,15,Good
Palestine,35,Good,1,Good,21,Good,3,Good,35,Good
Palm City,36,Good,1,Good,36,Good,1,Good,17,Good
Palmer,48,Good,1,Good,38,Good,2,Good,48,Good
Pattoki,174,Unhealthy,4,Good,85,Moderate,7,Good,174,Unhealthy
Pedana,137,Unhealthy for Sensitive Groups,2,Good,36,Good,7,Good,137,Unhealthy for Sensitive Groups
Petrov Val,46,Good,1,Good,46,Good,0,Good,15,Good
Banda,169,Unhealthy,4,Good,169,Unhealthy,1,Good,167,Unhealthy
Baneh,47,Good,1,Good,47,Good,0,Good,46,Good
Barbosa,59,Moderate,2,Good,0,Good,4,Good,59,Moderate
Barra Mansa,113,Unhealthy for Sensitive Groups,3,Good,4,Good,8,Good,113,Unhealthy for Sensitive Groups
Ashikaga,67,Moderate,1,Good,67,Moderate,1,Good,63,Moderate
Atessa,45,Good,1,Good,45,Good,1,Good,31,Good
Atlantic Beach,63,Moderate,1,Good,30,Good,7,Good,63,Moderate
Avrig,39,Good,1,Good,39,Good,0,Good,32,Good
Babu,53,Moderate,2,Good,21,Good,3,Good,53,Moderate
Bad Wildungen,68,Moderate,1,Good,33,Good,6,Good,68,Moderate
Altepexi,73,Moderate,2,Good,17,Good,5,Good,73,Moderate
Ambon,27,Good,0,Good,14,Good,0,Good,27,Good
Americana,57,Moderate,2,Good,5,Good,4,Good,57,Moderate
Andahuaylas,26,Good,1,Good,2,Good,2,Good,26,Good
Solhan,53,Moderate,0,Good,40,Good,0,Good,53,Moderate
Somovo,50,Good,1,Good,38,Good,1,Good,50,Good
Sorel,39,Good,1,Good,23,Good,1,Good,39,Good
South Saint Paul,52,Moderate,1,Good,29,Good,1,Good,52,Moderate
Sriperumbudur,116,Unhealthy for Sensitive Groups,3,Good,40,Good,4,Good,116,Unhealthy for Sensitive Groups
Strelna,26,Good,1,Good,26,Good,4,Good,18,Good
Studenka,74,Moderate,1,Good,46,Good,0,Good,74,Moderate
Stuhr,40,Good,0,Good,40,Good,0,Good,27,Good
Uniao Da Victoria,27,Good,0,Good,12,Good,1,Good,27,Good
Uvarovo,47,Good,1,Good,35,Good,0,Good,47,Good
Uyuni,12,Good,0,Good,10,Good,0,Good,12,Good
Valavanur,63,Moderate,1,Good,35,Good,1,Good,63,Moderate
Valvedditturai,56,Moderate,0,Good,30,Good,0,Good,56,Moderate
Velikiy Novgorod,34,Good,1,Good,34,Good,0,Good,15,Good
Veroia,89,Moderate,1,Good,44,Good,1,Good,89,Moderate
Vetapalem,52,Moderate,1,Good,40,Good,0,Good,52,Moderate
Vichy,53,Moderate,1,Good,31,Good,1,Good,53,Moderate
Trezzo,59,Moderate,1,Good,43,Good,1,Good,59,Moderate
Tubod,26,Good,1,Good,15,Good,0,Good,26,Good
Tumen,69,Moderate,2,Good,49,Good,0,Good,69,Moderate
Ujfeherto,64,Moderate,1,Good,42,Good,1,Good,64,Moderate
Tori Fatehpur,163,Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,0,Good,163,Unhealthy
Torrejon De Ardoz,60,Moderate,1,Good,25,Good,3,Good,60,Moderate
Tortoli,42,Good,1,Good,42,Good,1,Good,22,Good
Eusebio,28,Good,0,Good,21,Good,1,Good,28,Good
Evergem,40,Good,1,Good,31,Good,3,Good,40,Good
Faridan,85,Moderate,0,Good,45,Good,0,Good,85,Moderate
Farkhor,84,Moderate,1,Good,44,Good,0,Good,84,Moderate
Fergus Falls,33,Good,1,Good,30,Good,3,Good,33,Good
Erice,58,Moderate,1,Good,58,Moderate,0,Good,48,Good
Guapi,10,Good,1,Good,10,Good,0,Good,10,Good
Gorazde,52,Moderate,1,Good,32,Good,0,Good,52,Moderate
Kotaparh,150,Unhealthy,1,Good,47,Good,0,Good,150,Unhealthy
Kraksaan,69,Moderate,2,Good,40,Good,1,Good,69,Moderate
Kraljevo,66,Moderate,1,Good,43,Good,0,Good,66,Moderate
Kroya,64,Moderate,1,Good,40,Good,1,Good,64,Moderate
Kuantan,86,Moderate,1,Good,38,Good,0,Good,86,Moderate
Kurashiki,58,Moderate,2,Good,37,Good,3,Good,58,Moderate
Kusatsu,51,Moderate,1,Good,38,Good,3,Good,51,Moderate
Kyzyl,39,Good,1,Good,39,Good,0,Good,29,Good
La Ciotat,31,Good,1,Good,31,Good,7,Good,25,Good
La Grange,67,Moderate,2,Good,15,Good,19,Good,67,Moderate
Lausanne,62,Moderate,1,Good,21,Good,3,Good,62,Moderate
Marondera,32,Good,1,Good,22,Good,0,Good,32,Good
Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate
Matsusaka,33,Good,1,Good,26,Good,3,Good,33,Good
Mbinga,21,Good,0,Good,20,Good,0,Good,21,Good
Merseburg,64,Moderate,1,Good,35,Good,3,Good,64,Moderate
Malaga,46,Good,1,Good,27,Good,6,Good,46,Good
Mancheral,150,Unhealthy,1,Good,48,Good,0,Good,150,Unhealthy
Mangai,103,Unhealthy for Sensitive Groups,5,Good,31,Good,0,Good,103,Unhealthy for Sensitive Groups
Mansa,41,Good,1,Good,21,Good,0,Good,41,Good
Mantes La Ville,63,Moderate,1,Good,28,Good,4,Good,63,Moderate
Pichucalco,195,Unhealthy,11,Good,2,Good,13,Good,195,Unhealthy
Pinas,47,Good,1,Good,6,Good,3,Good,47,Good
Planegg,66,Moderate,1,Good,39,Good,3,Good,66,Moderate
Porta Westfalica,70,Moderate,2,Good,36,Good,6,Good,70,Moderate
Porteirinha,28,Good,1,Good,4,Good,1,Good,28,Good
Porto Velho,50,Good,1,Good,2,Good,0,Good,50,Good
Poso,23,Good,1,Good,11,Good,0,Good,23,Good
Yashkino,40,Good,1,Good,40,Good,0,Good,36,Good
Zhanjiang,64,Moderate,2,Good,53,Moderate,2,Good,64,Moderate
Ziniare,54,Moderate,2,Good,15,Good,1,Good,54,Moderate
Zlotoryja,72,Moderate,1,Good,39,Good,1,Good,72,Moderate
Zoersel,46,Good,1,Good,28,Good,6,Good,46,Good
Zinder,117,Unhealthy for Sensitive Groups,2,Good,33,Good,1,Good,117,Unhealthy for Sensitive Groups
Susner,162,Unhealthy,1,Good,37,Good,0,Good,162,Unhealthy
Swakopmund,204,Very Unhealthy,1,Good,22,Good,0,Good,204,Very Unhealthy
Tahoua,71,Moderate,2,Good,30,Good,2,Good,71,Moderate
Taian,129,Unhealthy for Sensitive Groups,2,Good,108,Unhealthy for Sensitive Groups,3,Good,129,Unhealthy for Sensitive Groups
Takoradi,36,Good,0,Good,20,Good,0,Good,36,Good
Tamazunchale,110,Unhealthy for Sensitive Groups,3,Good,1,Good,13,Good,110,Unhealthy for Sensitive Groups
Tambov,40,Good,1,Good,35,Good,0,Good,40,Good
Taramangalam,50,Good,1,Good,32,Good,1,Good,50,Good
Tatsinskaya,35,Good,1,Good,35,Good,0,Good,15,Good
Teapa,171,Unhealthy,7,Good,3,Good,11,Good,171,Unhealthy
Tekax,108,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,108,Unhealthy for Sensitive Groups
Temanggung,87,Moderate,2,Good,58,Moderate,1,Good,87,Moderate
Tete,54,Moderate,1,Good,21,Good,0,Good,54,Moderate
Thiruvananthapuram,65,Moderate,1,Good,28,Good,0,Good,65,Moderate
Thornaby,33,Good,1,Good,33,Good,1,Good,13,Good
Tinton Falls,47,Good,1,Good,29,Good,9,Good,47,Good
Tire,91,Moderate,1,Good,51,Moderate,1,Good,91,Moderate
Tixkokob,123,Unhealthy for Sensitive Groups,1,Good,21,Good,1,Good,123,Unhealthy for Sensitive Groups
Tixtla,61,Moderate,1,Good,16,Good,3,Good,61,Moderate
Tlaquiltenango,172,Unhealthy,3,Good,12,Good,19,Good,172,Unhealthy
Tochio,66,Moderate,2,Good,46,Good,4,Good,66,Moderate
Weru,68,Moderate,2,Good,49,Good,0,Good,68,Moderate
West Bromwich,32,Good,1,Good,32,Good,3,Good,22,Good
Wethersfield,56,Moderate,1,Good,22,Good,13,Good,56,Moderate
Wichelen,60,Moderate,1,Good,33,Good,5,Good,60,Moderate
Wiefelstede,57,Moderate,1,Good,32,Good,4,Good,57,Moderate
Willemstad,121,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,121,Unhealthy for Sensitive Groups
Winsford,32,Good,1,Good,32,Good,4,Good,21,Good
Winterswijk,52,Moderate,1,Good,17,Good,8,Good,52,Moderate
Wuchang,72,Moderate,2,Good,47,Good,0,Good,72,Moderate
Xanthi,84,Moderate,1,Good,42,Good,0,Good,84,Moderate
Xicohtzinco,217,Very Unhealthy,4,Good,3,Good,15,Good,217,Very Unhealthy
Yaan,166,Unhealthy,3,Good,59,Moderate,3,Good,166,Unhealthy
Yaguachi,64,Moderate,1,Good,17,Good,4,Good,64,Moderate
Yakeshi,41,Good,1,Good,37,Good,0,Good,41,Good
Fukuroi,46,Good,1,Good,46,Good,0,Good,17,Good
Fulton,51,Moderate,1,Good,19,Good,7,Good,51,Moderate
Gambat,168,Unhealthy,1,Good,48,Good,1,Good,168,Unhealthy
Gandevi,152,Unhealthy,0,Good,24,Good,0,Good,152,Unhealthy
